"Role Users","Uživatelské role"
"Role successfully deleted.","Role úspěšně smazána."
"Role successfully saved.","Role úspěšně uložena."
"Roles","Role"
"Roles Resources","Zdroje role"
"Rotate CCW","Rotovat doleva"
"Rotate CW","Rotovat doprava"
"Run","Spustit"
"Run Profile","Spustit profil"
"Run Profile In Popup","Spustit profil v novém okně"
"Run Profile Inside This Window","Spustit profil uvnitř tohoto okna"
"Run in popup","Spustit v novém okně"
"Running:","Běží:"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","SSL chyba: Špatný nebo nedůvěryhodný certifikát"
"Sales Report","Přehledy prodejů"
"Save","Uložit"
"Save Account","Uložit účet"
"Save And Continue Edit","Uložit a pokračovat v úpravách"
"Save Config","Uložit nastavení"
"Save Currency Rates","Uložit sazby měn"
"Save PEAR Config","Uložit nastavení PEARu"
"Save Profile","Uložit profil"
"Save Role","Uložit roli"
"Save Sitemap","Uložit mapu stránek"
"Save Template","Uložit šablonu"
"Save Url","Uložit URL"
"Save User","Uložit uživatele"
"Save and Continue Editing","Uložit a pokračovat v úpravách"
"Save cache settings","Uložit nastavení cache"
"Save data and Create Package","Uložit data a vytvořit balíček"
"Search","Hledání"
"Search Term","Hledaný výraz"
"Search Terms","Vyhledávané termíny"
"Select","Vybrat"
"Select All","Vybrat vše"
"Select Date","Vybrat datum"
"Select Range","Vyberte rozsah"
"Select Visible","Označit viditelné"
"Sender","Odesilatel"
"Separate email","Oddělený e-mail"
"Shipment #%s comment added","Komentář k zásilce %s přidán"
"Shipment #%s created","Zásilka #%s vytvořena"
"Shipment Comments","Komentář k zásilce"
"Shipment History","Historie zásilky"
"Shipment was successfully created.","Zásilka byla úspěšně vytvořena."
"Shipment was successfully sent.","Zásilka byla úspěšně odeslána."
"Shipping","Přeprava"
"Shipping Address","Dodací adresa"
"Shipping Price","Cena přepravy"
"Shipping address","Dodací adresa"
"Shipping address selection is not applicable","Výběr dodací adresy není proveditelný"
"Shipping method must be specified","Musí být vybrán způsob doručení"
"Shipping method selection is not applicable","Vybraný způsob doručení není použitelný"
"Shipping origin","Původ zásilky"
"Shopping Cart from %s","Nákupní košík od %s"
"Show Report for","Ukázat přehled"
"Show by","Ukázat"
"Show reviews","Zobrazit recenze"
"Sitemap Information","Informace o mapě stránek"
"Size for %s","Velikost pro %s"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Některé z objednaných položek již neexistují v katalogu a budou odstraněny pokud budete upravovat objednávku."
"Sorry, this feature is coming soon...","Omlouváme se, tato funkce bude teprve dodělána..."
"Sort Order","Pořadí objednávek"
"Specific Countries","Specifikujte Země"
"Spreadsheet Name:","Jméno sešitu:"
"Stability","Stabilita"
"Start Date","Datum startu"
"Starting profile execution, please wait...","Spouštím profil, prosím čekejte..."
"State/Province:","Kraj/Region:"
"Status","Stav"
"Status:","Stav:"
"Stock Quantity:","Množství na skladu:"
"Stock notification was saved successfully","Upozornění pro sklad úspěšně uloženo"
"Store","Obchod"
"Store View","Store View"
"Store Views","Store Views"
"Store:","Obchod:"
"Stores","Obchody"
"Subject","Předmět"
"Submit","Potvrdit"
"Subpackage","část balíčku"
"Subpackage can't be conflicting","části balíčku způsobují konflikty"
"Subpackages","části balíčku"
"Subtotal","Součet"
"Subtotal Amount","Neúplné množství"
"Summary","Souhrn"
"Summary:","Souhrn:"
"Switch/Solo Only","Přepínač/pouze samostatný"
"Switch/Solo card issue number: %s","Přepínač/Samostatné číslo karty: %s"
"Switch/Solo card start Date: %s/%s","Přepínač/Samostatné počáteční datum: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(pouze pro občany UK)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro (pouze pro občany UK) číslo karty: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro (pouze pro občany UK) datum vydání karty: %s/%s"
"System","Systém"
"Tag was successfully deleted","Štítek byl úspěšně smazán"
"Tag was successfully saved","Štítek byl úspěšně uložen"
"Tags","Štítky"
"Target Path","Cílová cesta"
"Tax","Daň"
"Tb","Tb"
"Template","Šablona"
"Template Content","Obsah šablony"
"Template Information","Informace o šabloně"
"Template Name","Jméno šablony"
"Template Subject","Předmět šablony"
"Template Type","Typ šablony"
"Text","Text"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Archiv může být rozbalen v <a href=""%s"">%s</a> pod systémem Windows"
"The information in this tab has been changed.","Informace v této záložce byly změněny."
"This account is","Tento účet je"
"This attribute set don't have attributes which we can use for configurable product","Tato množina atributů neobsahuje atributy které mohou být použity pro konfigurovatelný produkt"
"This attribute shares the same value in all the stores","Tato vlastnost sdílí tu samou hodnotu ve všech obchodech"
"This is a required field.","Toto pole je povinné."
"This section is not allowed.","Tato sekce není povolena."
"This tab contains invalid data. Please solve the problem before saving.","Tato záložka obsahuje chybná data. Odstraňte je prosím před uložením."
"This user no longer exists","Tento uživatel již neexistuje"
"Thumbnail","Náhled"
"Time","Čas"
"To","Do"
"Toggle Editor","Přepnout editor"
"Tools","Nástroje"
"Top 5 Search Terms","5 nejvíce vyhledávaných výrazů"
"Total","Celkem"
"Total %d records found","Zobrazit záznamů: %d"
"Total Amount","Celkové množství"
"Total Invoiced","Celkem fakturováno"
"Total Order Amount","Celkové množství objednávek"
"Total Refunded","Celkem zaplaceno"
"Total of %d record(s) were successfully deleted","Celkem úspěšně smazaných záznamů: %d"
"Total of %d record(s) were successfully updated","Celkem úspěšně uložených záznamů: %d"
"Track order","Sledovat objednávku"
"Track this shipment","Sledovat zásilku"
"Tracking number %s for %s assigned","Číslo pro sledování %s pro %s přiřazeno"
"Tracking number can not be empty.","Sledované číslo nemůže být prázdné."
"Transactional Emails","Transakční emaily"
"Type","Typ"
"Type:","Typ:"
"Unable to find a poll to delete","Nenalezena anketa k smazání"
"Unable to find a tag to delete","Nenalezen štítek k smazání"
"Unable to find a user to delete","Nenalezen uživatel k smazání"
"Unable to get product id.","Nelze získat id produktu."
"Unable to initialize import model","Nelze inicializovat importní model"
"Uninstall","Odinstalovat"
"Uninstalling $pkg, please wait...","Odinstalovávám $pkg, prosím čekejte..."
"Uninstalling selected packages, please wait...","Odinstalovávám vybrané balíčky, prosím čekejte..."
"Unknown","Neznámý"
"Unknown error","Neznámá chyba"
"Unselect All","Odznačit vše"
"Unselect Visible","Odznačit viditelné"
"Update","Aktualizovat"
"Updated At","Aktualizovat v"
"Upgrade","Aktualizovat"
"Upgrade All Available Packages","Aktualizovat všechny dostupné balíčky"
"Upgrade all available packages","Aktualizovat všechny dostupné balíčky"
"Upgrade all packages","Aktualizovat všechny balíčky"
"Upgrading $pkg, please wait...","Aktualizuji $pkg, prosím čekejte..."
"Upgrading all available packages, please wait...","Aktualizuji všechny dostupné balíčky, prosím čekejte..."
"Upgrading all packages, please wait...","Aktualizuji všechny balíčky, prosím čekejte..."
"Upgrading selected packages, please wait...","Aktualizuji vybrané balíčky, prosím čekejte..."
"Upload File","Nahrát soubor"
"Upload Files","Nahrát soubory"
"Upload HTTP Error","HTTP chyba při nahrávání"
"Upload I/O Error","I/O chyba při nahrávání"
"Upload Local File","Nahrát lokální soubor"
"Upload Security Error","Bezpečnostní chyba při nahrávání"
"Upload and Install","Nahrát a instalovat"
"Upload import file","Nahrát importní soubor"
"Upload local file:","Nahrát lokální soubor:"
"Url Rewrite Management","Správa URL přepisů"
"Urlrewrite was deleted","Přepis URL byl smazán"
"Urlrewrite was successfully saved","Přepis URL byl úspěšně uložen"
"Use Default Value","Použít výchozí hodnotu"
"Use default","Použít výchozí"
"Use website","Použít website"
"User","Uživatel"
"User Email","Email uživatele"
"User ID","ID uživatele"
"User Info","Info o uživateli"
"User Information","Informace o uživateli"
"User Name","Uživatelské jméno"
"User Name:","Uživatelské jméno:"
"User Role","Role uživatele"
"User Roles","Role uživatele"
"User Roles Information","informace o rolích uživatele"
"User name","Uživatelské jméno"
"User was successfully deleted","Uživatel byl úspěšně smazán"
"User was successfully saved","Uživatel byl úspěšně uložen"
"User with the same User Name or Email aleady exists","Uživatel se stejným jménem nebo emailem už existuje"
"Users","Uživatelé"
"Value","Hodnota"
"Value Delimiter:","Omezení hodnoty:"
"Version","Verze"
"Version:","Verze:"
"View","Zobrazit"
"View Actions XML","Zobrazit události XML"
"View Statistics for","Zobrazit statistiku pro"
"Visibility:","Viditelnost:"
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Pozor!\r\nTato akce odstraní tohoto uživatele ze všech přiřazených rolí\r\nJste si jisti?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Pozor!\r\nTato akce odstraní tyto uživatele ze všech přiřazených rolí\r\nJste si jisti?"
"Warning: Please don't close window during importing/exporting data","Varování: Prosím nezavírejte okno během importu/exportu dat"
"Watermark File for %s","Vodoznak pro %s"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","Pracujeme na tom. Děkujeme za shovívavost ;)."
"Web Services","Webové služby"
"Web services","Webové služby"
"Website","Webové stránky"
"What is this?","Co to je?"
"Wishlist Report","Přehled knih přání"
"Wrong column format","Chyba formátu sloupců"
"Wrong tab configuration","Chybné nastavení tabulky"
"XML","XML"
"YTD","Poslední rok"
"Yes","Ano"
"Yes (only price with tax)","Ano (pouze cena s daní)"
"You can not delete self assigned roles.","Nemůžete smazat přiřazené role."
"You cannot delete account of yourself","Nemůžete smazat účet"
"You have not enought permissions to login.","Nemáte práva k přihlášení."
"You have not enought permissions to use this functionality.","Nemáte práva k použití této funkce."
"You need specify carrier.","Musíte vybrat způsob přepravy."
"You need specify order items","Musíte specifikovat položky objednávky"
"You successfully logged out.","Odhlášení proběhlo úspěšně."
"Your Account has been deactivated.","Váš účet byl zablokován."
"Your answers contain duplicates.","Vaše odpověď obsahuje duplikáty."
"Zip/Postal Code","PSČ"
"Zip/Postal Code:","PSČ:"
"[ deleted ]","[ smazáno ]"
"[deleted]","[smazáno]"
"b","b"
"close","zavřít"
"critical","kritický"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"images/logo.gif","images/logo.gif"
"items selected","Vybrané položky"
"major","důležitých"
"md5sum","md5sum"
"notice","poznámka"
"of %s pages","stránek %s"
"per page","na stránku"
"store(%s) scope","rozsah obchodu (%s)"
"to","do"
"website(%s) scope","rozsah webových stránek (%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>."
" and ","  a "
"-- Please Select --","-- Prosím vyberte --"
"* - If indexing is in progress, it will be killed and new indexing process will start","* Pokud právě probíhá indexování, bude ukončeno a spuštěno od začátku."
"Add Contents Path","Přidat cestu k obsahu"
"Add Package dependency","Přidat závislost balíčku"
"Add PHP Extension dependency","Přidat závislost PHP rozšíření"
"Add Subpackage dependency","Přidat závislost podbalíčku"
"All Cache","Celá cache"
"Cache Control","Správa cache"
"Cache control","Správa cache"
"Catalog Rewrites were refreshed successfully","Změny v katalogu byly úspěšně obnoveny"
"Clear","Vymazat"
"critical","kritických"
"Developer","Vývoj"
"Disable","Zakázat"
"Enable","Povolit"
"Inventory","Katalog"
"Latest Message:","Poslední zpráva:"
"Load local Package","Nahrát místní balíček"
"minor","méně důležitých"
"Newsletter","Zpravodaj"
"No change","Beze změny"
"notice","poznámkových"
"PDF Print-outs","PDF výpisy"
"Queue Refresh","Obnovení řady"
"Read details","Více detailů..."
"Refresh","Obnovit"
"Refresh Now*","Obnovit nyní*"
"Sales","Prodeje"
"Shipping Methods","Způsoby dodání"
"To","Do"
"unread message(s). <a href=""%s"">Go to messages inbox</a>.","nepřečtených zpráv. <a href=""%s"">Jdi do seznamu zpráv</a>."
"Wishlist","Kniha přání"
"You have","Máte"
"Login","Přihlásit"
"User Name:","Uživatelské jméno:"
"Password:","Heslo:"
"Forgot your password?","Zapomněli jste Vaše heslo?"
"Log in to Admin Panel","Přihlásit se do Back-end rozhraní"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento je obchodní známka Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Add Urlrewrite","Přidat přepis URL"
"Create Urlrewrite:","Vytvořit přepis URL:"
"For category","V kategorii"
"For product","V produktu"
"Samples","Vzorky"
"Rebuild","Přepracovat"
"Search Index","Seznam vyhledávání"
"Správa cache (beta)",
"Email to a Friend ","Poslat e-mail známému"
"Select Category","Zvolit kategorii"
"Urlrewrite Information","Informace o přepisu URL"
"Edit Urlrewrite ","Editovat přepis URL"
"Prefix","Titul"
"Middle Name/Initial ","Druhé jméno/iniciála"
"Suffix","Titul za jménem"
"Company","Společnost"
"Street Address","Ulice"
"City","Město"
"State/Province","Okres"
"Telephone","Telefon"
"Add Urlrewrite for a Category ","Přidat přepis URL pro kategorii"
